0	1	2
NC_000024.10	2987596	0.1667
NC_000024.10	2989477	0.0833
NC_000024.10	2992660	0.0833
NC_000024.10	2993956	0.0833
NC_000024.10	2995326	0.0833
NC_000024.10	2995624	0.0833
NC_000024.10	2995989	0.0833
NC_000024.10	2996240	0.0833
NC_000024.10	2996242	0.0833
NC_000024.10	2996243	0.0833
NC_000024.10	2997719	0.1667
NC_000024.10	2998315	0.25
NC_000024.10	2998572	0.25
NC_000024.10	2998573	0.25
NC_000024.10	2998603	0.0833
NC_000024.10	2998745	0.25
NC_000024.10	2998750	0.25
NC_000024.10	2998845	0.0833
NC_000024.10	2998862	0.0833
NC_000024.10	2998903	0.25
NC_000024.10	3000458	0.0833
NC_000024.10	3000615	0.0833
NC_000024.10	3001379	0.0833
NC_000024.10	3004542	0.0833
NC_000024.10	3004569	0.0833
NC_000024.10	3006501	0.0833
NC_000024.10	3006503	0.0833
NC_000024.10	3010711	0.0833
NC_000024.10	3010723	0.0833
NC_000024.10	3014714	0.0833
NC_000024.10	3016807	0.0833
NC_000024.10	3018751	0.0833
NC_000024.10	3020616	0.2727
NC_000024.10	3020619	0.0909
NC_000024.10	3020690	0.0833
NC_000024.10	3020698	0.25
NC_000024.10	3020767	0.0833
NC_000024.10	3020786	0.1667
NC_000024.10	3020982	0.0833
NC_000024.10	3021358	0.0833
NC_000024.10	3026186	0.0833
NC_000024.10	3028440	0.0833
NC_000024.10	3031670	0.0833
NC_000024.10	3031680	0.0833
NC_000024.10	3032733	0.0833
NC_000024.10	3035191	0.1667
NC_000024.10	3036549	0.0833
NC_000024.10	3038592	0.0833
NC_000024.10	3038909	0.0833
NC_000024.10	3044344	0.0833
NC_000024.10	3045265	0.0833
NC_000024.10	3047005	0.1667
NC_000024.10	3050201	0.125
NC_000024.10	3051500	0.125
NC_000024.10	3052351	0.125
NC_000024.10	3053441	0.125
NC_000024.10	3056476	0.125
NC_000024.10	3057150	0.125
NC_000024.10	3057460	0.125
NC_000024.10	3058255	0.125
NC_000024.10	3066317	0.125
NC_000024.10	3067438	0.125
NC_000024.10	3067909	0.125
NC_000024.10	3067978	0.125
NC_000024.10	3071131	0.125
NC_000024.10	3072962	0.125
NC_000024.10	3088337	0.125
NC_000024.10	3096093	0.125
NC_000024.10	3096802	0.125
NC_000024.10	3103099	0.125
NC_000024.10	3105879	0.125
NC_000024.10	3108659	0.125
NC_000024.10	3111516	0.125
NC_000024.10	3111552	0.125
NC_000024.10	3111653	0.125
NC_000024.10	3111946	0.125
NC_000024.10	3114125	0.125
NC_000024.10	3115038	0.125
NC_000024.10	3116923	0.125
NC_000024.10	3119479	0.125
NC_000024.10	3122725	0.125
NC_000024.10	3125261	0.125
NC_000024.10	3125486	0.125
NC_000024.10	3125695	0.125
NC_000024.10	3127424	0.125
NC_000024.10	3128500	0.125
NC_000024.10	3132459	0.125
NC_000024.10	3134572	0.125
NC_000024.10	3150462	0.125
NC_000024.10	3151124	0.125
NC_000024.10	3155022	0.125
NC_000024.10	3159354	0.125
NC_000024.10	3160354	0.125
NC_000024.10	3165140	0.125
NC_000024.10	3165685	0.125
NC_000024.10	3167052	0.125
NC_000024.10	3168817	0.125
NC_000024.10	3173017	0.125
NC_000024.10	3175550	0.125
NC_000024.10	3179693	0.125
NC_000024.10	3180015	0.125
NC_000024.10	3183265	0.125
NC_000024.10	3185584	0.125
NC_000024.10	3186806	0.125
NC_000024.10	3188459	0.125
NC_000024.10	3194704	0.125
NC_000024.10	3195097	0.125
NC_000024.10	3195154	0.125
NC_000024.10	3195171	0.125
NC_000024.10	3195201	0.125
NC_000024.10	3195216	0.125
NC_000024.10	3195258	0.125
NC_000024.10	3198054	0.125
NC_000024.10	3198435	0.125
NC_000024.10	3199765	0.125
NC_000024.10	3202142	0.125
NC_000024.10	3204721	0.125
NC_000024.10	3207068	0.125
NC_000024.10	3208039	0.125
NC_000024.10	3208157	0.125
NC_000024.10	3208223	0.125
NC_000024.10	3208794	0.125
NC_000024.10	3213176	0.125
NC_000024.10	3217727	0.125
NC_000024.10	3217735	0.125
NC_000024.10	3217809	0.125
NC_000024.10	3218498	0.125
NC_000024.10	3220120	0.125
NC_000024.10	3223476	0.125
NC_000024.10	3224425	0.125
NC_000024.10	3225657	0.125
NC_000024.10	3226180	0.125
NC_000024.10	3226873	0.125
NC_000024.10	3227524	0.125
NC_000024.10	3228034	0.125
NC_000024.10	3231237	0.125
NC_000024.10	3231238	0.125
NC_000024.10	3233735	0.125
NC_000024.10	3235429	0.125
NC_000024.10	3235495	0.125
NC_000024.10	3235561	0.125
NC_000024.10	3238742	0.125
NC_000024.10	3238882	0.125
NC_000024.10	3238930	0.125
NC_000024.10	3241672	0.125
NC_000024.10	3244256	0.125
NC_000024.10	3244430	0.125
NC_000024.10	3245311	0.125
NC_000024.10	3249258	0.125
NC_000024.10	3249753	0.125
NC_000024.10	3249786	0.125
NC_000024.10	3250009	0.125
NC_000024.10	3250341	0.125
NC_000024.10	3253466	0.125
NC_000024.10	3256610	0.125
NC_000024.10	3258745	0.125
NC_000024.10	3263014	0.125
NC_000024.10	3263539	0.125
NC_000024.10	3266309	0.125
NC_000024.10	3273938	0.125
NC_000024.10	3274768	0.125
NC_000024.10	3279558	0.125
NC_000024.10	3279625	0.125
NC_000024.10	3288130	0.125
NC_000024.10	3288444	0.125
NC_000024.10	3289107	0.125
NC_000024.10	3290329	0.125
NC_000024.10	3290789	0.125
NC_000024.10	3290962	0.125
NC_000024.10	3291280	0.125
NC_000024.10	3298357	0.125
NC_000024.10	3300496	0.125
NC_000024.10	3302352	0.125
NC_000024.10	3303918	0.125
NC_000024.10	3304513	0.125
NC_000024.10	3304590	0.125
NC_000024.10	3307153	0.125
NC_000024.10	3307481	0.125
NC_000024.10	3309942	0.125
NC_000024.10	3311915	0.125
NC_000024.10	3313786	0.125
NC_000024.10	3319462	0.125
NC_000024.10	3321231	0.125
NC_000024.10	3321459	0.125
NC_000024.10	3324618	0.125
NC_000024.10	3325734	0.125
NC_000024.10	3328385	0.125
NC_000024.10	3328950	0.125
NC_000024.10	3329811	0.125
NC_000024.10	3336373	0.125
NC_000024.10	3336490	0.125
NC_000024.10	3337204	0.125
NC_000024.10	3337834	0.125
NC_000024.10	3338155	0.125
NC_000024.10	3338710	0.125
NC_000024.10	3342575	0.125
NC_000024.10	3343915	0.125
NC_000024.10	3349850	0.125
NC_000024.10	3350752	0.125
NC_000024.10	3350764	0.125
NC_000024.10	3353824	0.125
NC_000024.10	3355335	0.125
NC_000024.10	3356562	0.125
NC_000024.10	3360371	0.125
NC_000024.10	3368962	0.125
NC_000024.10	3372039	0.125
NC_000024.10	3372074	0.125
NC_000024.10	3372281	0.125
NC_000024.10	3372723	0.125
NC_000024.10	3373034	0.125
NC_000024.10	3373079	0.125
NC_000024.10	3373101	0.125
NC_000024.10	3373105	0.125
NC_000024.10	3373169	0.125
NC_000024.10	3373470	0.125
NC_000024.10	3373728	0.125
NC_000024.10	3377276	0.125
NC_000024.10	3378129	0.125
NC_000024.10	3378317	0.125
NC_000024.10	3379438	0.125
NC_000024.10	3383614	0.125
NC_000024.10	3384094	0.125
NC_000024.10	3385337	0.125
NC_000024.10	3385425	0.125
NC_000024.10	3385800	0.125
NC_000024.10	3385802	0.125
NC_000024.10	3387699	0.125
NC_000024.10	3391920	0.125
NC_000024.10	3393355	0.125
NC_000024.10	3395407	0.125
NC_000024.10	3397634	0.125
NC_000024.10	3401184	0.125
NC_000024.10	3405424	0.125
NC_000024.10	3408953	0.125
NC_000024.10	3409962	0.125
NC_000024.10	3410644	0.125
NC_000024.10	3411565	0.125
NC_000024.10	3411575	0.125
NC_000024.10	3416667	0.125
NC_000024.10	3417366	0.125
NC_000024.10	3418521	0.125
NC_000024.10	3418602	0.125
NC_000024.10	3419741	0.125
NC_000024.10	3424437	0.125
NC_000024.10	3425232	0.125
NC_000024.10	3425893	0.125
NC_000024.10	3426084	0.125
NC_000024.10	3427863	0.125
NC_000024.10	3431761	0.125
NC_000024.10	3433219	0.125
NC_000024.10	3436220	0.125
NC_000024.10	3438195	0.125
NC_000024.10	3440208	0.125
NC_000024.10	3443292	0.125
NC_000024.10	3443731	0.125
NC_000024.10	3443869	0.125
NC_000024.10	3444081	0.125
NC_000024.10	3448471	0.125
NC_000024.10	3451644	0.125
NC_000024.10	3452821	0.125
NC_000024.10	3452837	0.125
NC_000024.10	3452870	0.125
NC_000024.10	3452931	0.125
NC_000024.10	3453127	0.125
NC_000024.10	3453160	0.125
NC_000024.10	3454265	0.125
NC_000024.10	3457344	0.125
NC_000024.10	3457756	0.125
NC_000024.10	3458254	0.125
NC_000024.10	3459919	0.125
NC_000024.10	3463423	0.125
NC_000024.10	3483015	0.125
NC_000024.10	3486386	0.125
NC_000024.10	3488013	0.125
NC_000024.10	3488056	0.2857
NC_000024.10	3490486	0.125
NC_000024.10	3491737	0.125
NC_000024.10	3492995	0.125
NC_000024.10	3493955	0.125
NC_000024.10	3497163	0.125
NC_000024.10	3501301	0.125
NC_000024.10	3507252	0.125
NC_000024.10	3507292	0.125
NC_000024.10	3509037	0.125
NC_000024.10	3518993	0.125
NC_000024.10	3520017	0.125
NC_000024.10	3524116	0.125
NC_000024.10	3526581	0.125
NC_000024.10	3527623	0.125
NC_000024.10	3528348	0.125
NC_000024.10	3528362	0.125
NC_000024.10	3529487	0.125
NC_000024.10	3529547	0.125
NC_000024.10	3530162	0.125
NC_000024.10	3531460	0.125
NC_000024.10	3533326	0.125
NC_000024.10	3533330	0.125
NC_000024.10	3534480	0.125
NC_000024.10	3540320	0.125
NC_000024.10	3542840	0.125
NC_000024.10	3543058	0.125
NC_000024.10	3544270	0.125
NC_000024.10	3553039	0.1429
NC_000024.10	3553911	0.125
NC_000024.10	3554973	0.125
NC_000024.10	3556889	0.125
NC_000024.10	3562506	0.125
NC_000024.10	3563700	0.125
NC_000024.10	3565978	0.125
NC_000024.10	3567206	0.125
NC_000024.10	3567674	0.125
NC_000024.10	3568174	0.125
NC_000024.10	3568177	0.125
NC_000024.10	3568182	0.125
NC_000024.10	3568184	0.125
NC_000024.10	3568325	0.125
NC_000024.10	3568351	0.125
NC_000024.10	3568357	0.125
NC_000024.10	3568362	0.375
NC_000024.10	3568368	0.375
NC_000024.10	3568372	0.375
NC_000024.10	3568411	0.125
NC_000024.10	3568412	0.125
NC_000024.10	3568616	0.125
NC_000024.10	3568987	0.125
NC_000024.10	3569110	0.125
NC_000024.10	3569233	0.125
NC_000024.10	3571197	0.125
NC_000024.10	3574356	0.125
NC_000024.10	3578893	0.125
NC_000024.10	3579204	0.125
NC_000024.10	3580288	0.125
NC_000024.10	3581141	0.125
NC_000024.10	3582746	0.125
NC_000024.10	3586559	0.125
NC_000024.10	3591547	0.125
NC_000024.10	3594880	0.125
NC_000024.10	3594969	0.125
NC_000024.10	3599529	0.125
NC_000024.10	3599545	0.125
NC_000024.10	3600795	0.125
NC_000024.10	3600848	0.125
NC_000024.10	3601228	0.125
NC_000024.10	3601333	0.125
NC_000024.10	3601335	0.125
NC_000024.10	3601337	0.125
NC_000024.10	3601339	0.125
NC_000024.10	3605252	0.125
NC_000024.10	3607499	0.125
NC_000024.10	3609789	0.125
NC_000024.10	3609846	0.125
NC_000024.10	3609868	0.125
NC_000024.10	3613013	0.125
NC_000024.10	3615806	0.125
NC_000024.10	3620364	0.125
NC_000024.10	3622183	0.125
NC_000024.10	3623048	0.125
NC_000024.10	3623049	0.125
NC_000024.10	3623976	0.125
NC_000024.10	3626834	0.125
NC_000024.10	3633735	0.125
NC_000024.10	3634955	0.125
NC_000024.10	3635463	0.125
NC_000024.10	3636536	0.125
NC_000024.10	3637759	0.125
NC_000024.10	3638882	0.125
NC_000024.10	3642346	0.125
NC_000024.10	3645671	0.125
NC_000024.10	3646723	0.125
NC_000024.10	3650153	0.125
NC_000024.10	3650170	0.125
NC_000024.10	3650276	0.125
NC_000024.10	3651664	0.125
NC_000024.10	3654341	0.125
NC_000024.10	3657985	0.125
NC_000024.10	3658771	0.125
NC_000024.10	3660519	0.125
NC_000024.10	3660899	0.125
NC_000024.10	3673596	0.125
NC_000024.10	3675414	0.125
NC_000024.10	3675781	0.125
NC_000024.10	3675882	0.125
NC_000024.10	3675947	0.125
NC_000024.10	3675955	0.125
NC_000024.10	3676294	0.125
NC_000024.10	3676416	0.125
NC_000024.10	3676817	0.125
NC_000024.10	3678007	0.125
NC_000024.10	3679548	0.125
NC_000024.10	3682528	0.125
NC_000024.10	3682542	0.125
NC_000024.10	3683877	0.125
NC_000024.10	3685401	0.125
NC_000024.10	3689581	0.125
NC_000024.10	3691869	0.125
NC_000024.10	3693723	0.125
NC_000024.10	3693909	0.125
NC_000024.10	3694976	0.125
NC_000024.10	3703711	0.25
NC_000024.10	3703929	0.125
NC_000024.10	3707906	0.125
NC_000024.10	3708498	0.125
NC_000024.10	3709408	0.125
NC_000024.10	3710821	0.125
NC_000024.10	3711432	0.125
NC_000024.10	3713276	0.125
NC_000024.10	3713695	0.125
NC_000024.10	3715179	0.125
NC_000024.10	3718511	0.125
NC_000024.10	3722480	0.125
NC_000024.10	3724831	0.125
NC_000024.10	3726170	0.125
NC_000024.10	3728523	0.125
NC_000024.10	3729016	0.125
NC_000024.10	3729859	0.125
NC_000024.10	3730021	0.125
NC_000024.10	3730048	0.125
NC_000024.10	3732102	0.125
NC_000024.10	3732558	0.125
NC_000024.10	3732898	0.125
NC_000024.10	3733034	0.125
NC_000024.10	3733946	0.125
NC_000024.10	3735557	0.125
NC_000024.10	3736227	0.125
NC_000024.10	3738933	0.125
NC_000024.10	3740343	0.125
NC_000024.10	3745612	0.125
NC_000024.10	3748094	0.125
NC_000024.10	3749071	0.125
NC_000024.10	3753008	0.125
NC_000024.10	3753237	0.125
NC_000024.10	3754499	0.125
NC_000024.10	3755709	0.125
NC_000024.10	3764840	0.125
NC_000024.10	3767367	0.125
NC_000024.10	3767708	0.125
NC_000024.10	3767969	0.125
NC_000024.10	3769807	0.125
NC_000024.10	3772487	0.125
NC_000024.10	3772491	0.25
NC_000024.10	3772495	0.25
NC_000024.10	3772499	0.125
NC_000024.10	3772503	0.125
NC_000024.10	3772946	0.125
NC_000024.10	3773083	0.125
NC_000024.10	3773761	0.125
NC_000024.10	3773806	0.125
NC_000024.10	3773915	0.125
NC_000024.10	3774013	0.125
NC_000024.10	3774979	0.125
NC_000024.10	3776137	0.125
NC_000024.10	3779102	0.125
NC_000024.10	3780841	0.125
NC_000024.10	3781819	0.125
NC_000024.10	3782443	0.125
NC_000024.10	3783680	0.125
NC_000024.10	3791604	0.125
NC_000024.10	3794599	0.125
NC_000024.10	3794825	0.125
NC_000024.10	3794851	0.25
NC_000024.10	3794902	0.25
NC_000024.10	3794928	0.125
NC_000024.10	3794980	0.25
NC_000024.10	3794981	0.25
NC_000024.10	3795013	0.125
NC_000024.10	3795217	0.125
NC_000024.10	3797627	0.125
NC_000024.10	3798365	0.125
NC_000024.10	3798464	0.125
NC_000024.10	3801209	0.125
NC_000024.10	3807749	0.125
NC_000024.10	3808543	0.125
NC_000024.10	3808773	0.125
NC_000024.10	3819205	0.125
NC_000024.10	3820393	0.125
NC_000024.10	3821518	0.125
NC_000024.10	3821800	0.125
NC_000024.10	3830565	0.125
NC_000024.10	3831689	0.125
NC_000024.10	3835548	0.125
NC_000024.10	3838408	0.125
NC_000024.10	3842284	0.125
NC_000024.10	3842601	0.125
NC_000024.10	3843067	0.125
NC_000024.10	3843285	0.125
NC_000024.10	3844235	0.125
NC_000024.10	3850794	0.125
NC_000024.10	3852331	0.125
NC_000024.10	3852793	0.125
NC_000024.10	3855801	0.125
NC_000024.10	3857525	0.125
NC_000024.10	3858428	0.125
NC_000024.10	3858596	0.125
NC_000024.10	3858854	0.125
NC_000024.10	3863526	0.125
NC_000024.10	3867229	0.125
NC_000024.10	3867608	0.125
NC_000024.10	3868084	0.125
NC_000024.10	3874419	0.125
NC_000024.10	3876200	0.125
NC_000024.10	3878325	0.125
NC_000024.10	3878547	0.125
NC_000024.10	3883867	0.125
NC_000024.10	3889278	0.125
NC_000024.10	3891673	0.125
NC_000024.10	3893468	0.125
NC_000024.10	3894506	0.125
NC_000024.10	3898382	0.125
NC_000024.10	3901114	0.125
NC_000024.10	3902117	0.125
NC_000024.10	3904937	0.125
NC_000024.10	3905413	0.125
NC_000024.10	3906902	0.125
NC_000024.10	3907081	0.125
NC_000024.10	3908234	0.125
NC_000024.10	3908254	0.125
NC_000024.10	3913583	0.125
NC_000024.10	3915966	0.125
NC_000024.10	3917503	0.125
NC_000024.10	3920410	0.125
NC_000024.10	3922718	0.125
NC_000024.10	3922815	0.125
NC_000024.10	3922825	0.125
NC_000024.10	3922827	0.125
NC_000024.10	3922829	0.125
NC_000024.10	3922831	0.125
NC_000024.10	3922833	0.1429
NC_000024.10	3922839	0.1429
NC_000024.10	3922841	0.1429
NC_000024.10	3928930	0.125
NC_000024.10	3929379	0.125
NC_000024.10	3929683	0.125
NC_000024.10	3931976	0.125
NC_000024.10	3932791	0.125
NC_000024.10	3937948	0.125
NC_000024.10	3940757	0.125
NC_000024.10	3942444	0.125
NC_000024.10	3946147	0.125
NC_000024.10	3949440	0.125
NC_000024.10	3949706	0.125
NC_000024.10	3953196	0.125
NC_000024.10	3954426	0.125
NC_000024.10	3954823	0.125
NC_000024.10	3957432	0.125
NC_000024.10	3959630	0.125
NC_000024.10	3960903	0.125
NC_000024.10	3961584	0.125
NC_000024.10	3964238	0.125
NC_000024.10	3969474	0.125
NC_000024.10	3972885	0.125
NC_000024.10	3978654	0.125
NC_000024.10	3980047	0.125
NC_000024.10	3985337	0.125
NC_000024.10	3987461	0.125
NC_000024.10	3989869	0.125
NC_000024.10	3992743	0.125
NC_000024.10	3993311	0.125
NC_000024.10	4001702	0.125
NC_000024.10	4002723	0.125
NC_000024.10	4004174	0.125
NC_000024.10	4004431	0.125
NC_000024.10	4004961	0.125
NC_000024.10	4008554	0.125
NC_000024.10	4010255	0.125
NC_000024.10	4010281	0.125
NC_000024.10	4010594	0.125
NC_000024.10	4011299	0.125
NC_000024.10	4014403	0.125
NC_000024.10	4015352	0.125
NC_000024.10	4019700	0.125
NC_000024.10	4021678	0.125
NC_000024.10	4024628	0.125
NC_000024.10	4027807	0.125
NC_000024.10	4027808	0.125
NC_000024.10	4028197	0.125
NC_000024.10	4029889	0.125
NC_000024.10	4033639	0.125
NC_000024.10	4034741	0.125
NC_000024.10	4036607	0.125
NC_000024.10	4041085	0.125
NC_000024.10	4041589	0.125
NC_000024.10	4043865	0.125
NC_000024.10	4046353	0.125
NC_000024.10	4049470	0.125
NC_000024.10	4050618	0.125
NC_000024.10	4051803	0.125
NC_000024.10	4055962	0.125
NC_000024.10	4056272	0.125
NC_000024.10	4061148	0.125
NC_000024.10	4062557	0.125
NC_000024.10	4062559	0.125
NC_000024.10	4062561	0.125
NC_000024.10	4062563	0.125
NC_000024.10	4062571	0.125
NC_000024.10	4062579	0.125
NC_000024.10	4062595	0.1429
NC_000024.10	4064977	0.125
NC_000024.10	4065012	0.125
NC_000024.10	4065984	0.125
NC_000024.10	4068349	0.125
NC_000024.10	4068478	0.125
NC_000024.10	4069569	0.125
NC_000024.10	4070369	0.125
NC_000024.10	4070932	0.125
NC_000024.10	4071037	0.125
NC_000024.10	4073034	0.125
NC_000024.10	4075047	0.125
NC_000024.10	4085482	0.125
NC_000024.10	4088802	0.125
NC_000024.10	4091640	0.125
NC_000024.10	4094008	0.125
NC_000024.10	4099419	0.125
NC_000024.10	4099421	0.125
NC_000024.10	4099512	0.125
NC_000024.10	4099559	0.125
NC_000024.10	4099566	0.125
NC_000024.10	4099568	0.125
NC_000024.10	4099601	0.125
NC_000024.10	4099808	0.125
NC_000024.10	4099814	0.125
NC_000024.10	4100790	0.125
NC_000024.10	4104866	0.125
NC_000024.10	4106298	0.125
NC_000024.10	4110064	0.125
NC_000024.10	4112371	0.125
NC_000024.10	4113752	0.125
NC_000024.10	4116125	0.125
NC_000024.10	4118237	0.125
NC_000024.10	4118942	0.125
NC_000024.10	4120710	0.125
NC_000024.10	4124752	0.125
NC_000024.10	4125450	0.125
NC_000024.10	4129281	0.125
NC_000024.10	4129998	0.125
NC_000024.10	4136272	0.125
NC_000024.10	4137914	0.125
NC_000024.10	4138417	0.125
NC_000024.10	4140973	0.125
NC_000024.10	4142164	0.125
NC_000024.10	4144084	0.125
NC_000024.10	4145455	0.125
NC_000024.10	4146226	0.125
NC_000024.10	4148304	0.125
NC_000024.10	4148305	0.125
NC_000024.10	4148403	0.125
NC_000024.10	4150297	0.125
NC_000024.10	4150668	0.125
NC_000024.10	4150691	0.125
NC_000024.10	4151636	0.125
NC_000024.10	4152762	0.125
NC_000024.10	4155878	0.125
NC_000024.10	4156978	0.125
NC_000024.10	4157443	0.125
NC_000024.10	4157659	0.125
NC_000024.10	4158368	0.125
NC_000024.10	4161049	0.125
NC_000024.10	4166862	0.125
NC_000024.10	4168575	0.125
NC_000024.10	4169769	0.125
NC_000024.10	4170337	0.125
NC_000024.10	4172707	0.125
NC_000024.10	4178050	0.125
NC_000024.10	4180840	0.125
NC_000024.10	4186049	0.125
NC_000024.10	4186051	0.125
NC_000024.10	4186052	0.125
NC_000024.10	4186055	0.125
NC_000024.10	4186056	0.125
NC_000024.10	4186058	0.125
NC_000024.10	4186059	0.125
NC_000024.10	4186060	0.125
NC_000024.10	4186063	0.125
NC_000024.10	4187515	0.125
NC_000024.10	4187769	0.125
NC_000024.10	4188613	0.125
NC_000024.10	4195865	0.125
NC_000024.10	4199856	0.125
NC_000024.10	4202352	0.125
NC_000024.10	4203979	0.125
NC_000024.10	4209007	0.125
NC_000024.10	4209446	0.125
NC_000024.10	4213195	0.125
NC_000024.10	4215131	0.125
NC_000024.10	4217224	0.125
NC_000024.10	4219151	0.125
NC_000024.10	4222264	0.125
NC_000024.10	4223706	0.125
NC_000024.10	4224706	0.125
NC_000024.10	4225550	0.125
NC_000024.10	4227890	0.125
NC_000024.10	4228259	0.125
NC_000024.10	4229201	0.125
NC_000024.10	4232738	0.125
NC_000024.10	4233206	0.125
NC_000024.10	4234222	0.125
NC_000024.10	4235644	0.125
NC_000024.10	4237040	0.125
NC_000024.10	4238533	0.125
NC_000024.10	4239374	0.125
NC_000024.10	4245928	0.125
NC_000024.10	4246999	0.125
NC_000024.10	4247776	0.125
NC_000024.10	4247811	0.125
NC_000024.10	4250571	0.125
NC_000024.10	4251175	0.125
NC_000024.10	4255942	0.125
NC_000024.10	4258261	0.125
NC_000024.10	4258288	0.125
NC_000024.10	4258421	0.125
NC_000024.10	4259776	0.125
NC_000024.10	4261763	0.125
NC_000024.10	4263605	0.125
NC_000024.10	4263692	0.125
NC_000024.10	4266357	0.125
NC_000024.10	4266626	0.125
NC_000024.10	4268500	0.125
NC_000024.10	4268635	0.125
NC_000024.10	4268637	0.125
NC_000024.10	4268639	0.25
NC_000024.10	4268648	0.125
NC_000024.10	4268652	0.125
NC_000024.10	4269179	0.125
NC_000024.10	4270942	0.125
NC_000024.10	4271603	0.125
NC_000024.10	4273999	0.125
NC_000024.10	4274848	0.125
NC_000024.10	4278064	0.125
NC_000024.10	4279597	0.125
NC_000024.10	4280050	0.125
NC_000024.10	4280792	0.125
NC_000024.10	4281170	0.125
NC_000024.10	4286935	0.125
NC_000024.10	4287846	0.125
NC_000024.10	4289605	0.125
NC_000024.10	4293639	0.125
NC_000024.10	4295070	0.125
NC_000024.10	4297924	0.125
NC_000024.10	4301170	0.125
NC_000024.10	4301735	0.125
NC_000024.10	4303167	0.125
NC_000024.10	4307057	0.125
NC_000024.10	4310295	0.125
NC_000024.10	4311897	0.125
NC_000024.10	4314859	0.125
NC_000024.10	4316695	0.125
NC_000024.10	4316720	0.125
NC_000024.10	4316896	0.125
NC_000024.10	4319044	0.125
NC_000024.10	4321424	0.125
NC_000024.10	4323126	0.125
NC_000024.10	4324101	0.125
NC_000024.10	4325876	0.125
NC_000024.10	4330440	0.125
NC_000024.10	4331856	0.125
NC_000024.10	4332721	0.125
NC_000024.10	4340814	0.125
NC_000024.10	4346087	0.125
